NUVA,label,comment,abstract,instanceOf
VAC1215,"Diphtheria (standard dose), tetanus, pertussis (multicomponent acellular, standard dose), anti-Haemophilus influenzae type b (conjugated to the outer membrane protein of Neisseria meningitidis serogroup B), poliomyelitis (whole inactivated, trivalent) and hepatitis B (recombinant) vaccine, adsorbed, pediatric","Diphtheria (standard dose), tetanus, pertussis (multicomponent acellular, standard dose), anti-Haemophilus influenzae type b (conjugated to the outer membrane protein of Neisseria meningitidis serogroup B), poliomyelitis (whole inactivated, trivalent) and hepatitis B (recombinant) vaccine, adsorbed, pediatric",True,
VAC1216,"Diphtheria (standard dose), tetanus, pertussis (multicomponent acellular, standard dose) and hepatitis B (recombinant) vaccine, pediatric","Diphtheria (standard dose), tetanus, pertussis (multicomponent acellular, standard dose) and hepatitis B (recombinant) vaccine, pediatric",True,
VAC1217,"Hepatitis B and Haemophilus influenzae type b vaccine, unspecified","Hepatitis B and Haemophilus influenzae type b vaccine, capsular polysaccharide (polyribosylribitol phosphate, PRP) conjugated to the outer membrane protein of Neisseria meningitidis serogroup B",True,
VAC1218,"Meningococcal A polysaccharide vaccine conjugated to tetanus toxoid, unspecified",Meningococcal polysaccharide conjugate vaccine with tetanus toxoid against serogroup A,True,
VAC1219,"Diphtheria (standard dose), tetanus, pertussis (whole inactivated), Haemophilus influenzae type b (tetanus toxoid conjugated) and meningococcal serogroups A and C (toxoid conjugate) vaccine, pediatric","Diphtheria (standard dose), tetanus, pertussis (whole inactivated), Haemophilus influenzae type b (tetanus toxoid conjugated) and meningococcal serogroups A and C (toxoid conjugate) vaccine, pediatric",True,
VAC1220,"Meningococcal CY and anti-Haemophilus influenzae type b vaccine, conjugated with tetanus toxoid, unspecified",Conjugate vaccine against Haemophilus influenzae type b (conjugated with tetanus toxoid) and against meningococci serogroups C and Y (conjugated with tetanus toxoid),True,
VAC1221,"Diphtheria (standard dose), tetanus and rubella vaccine, unspecified","Pediatric diphtheria (toxoid, standard dose), tetanus (toxoid) and rubella vaccine (live attenuated)",True,
VAC1222,"Human monoclonal antibody against respiratory syncytial virus (RSV), palivizumab, unspecified","Human monoclonal antibody against respiratory syncytial virus (RSV), palivizumab, unspecified",True,
VAC1223,"Immunoglobulin against respiratory syncytial virus (RSV), unspecified","Immunoglobulin against respiratory syncytial virus (RSV), unspecified",True,
VAC1224,"Respiratory syncytial virus (RSV) vaccine, recombinant, F-glycoprotein (prefusion) RSV subtypes A and B, unspecified","Respiratory syncytial virus (RSV) vaccine, recombinant, F-glycoprotein (prefusion), bivalent (RSV subtypes A and B), unspecified",True,
VAC1225,"Diphtheria (standard dose), tetanus, typhoid (whole inactivated) and paratypoid A and B (whole inactivated) vaccines, unspecified","Diphtheria (standard dose), tetanus, typhoid (whole inactivated) and paratypoid A and B (whole inactivated) vaccines, unspecified",True,
VAC1226,"Hepatitis A and B combined vaccine, pediatric dose, unspecified","Hepatitis A and B combined vaccine, pediatric dose, unspecified",True,
VAC1227,"Hepatitis B recombinant vaccine, pediatric dose, unspecified","Hepatitis B recombinant vaccine, pediatric dose, unspecified",True,
VAC1228,"Respiratory syncytial virus (RSV) vaccine, recombinant, F protein-derived RSVPreF3 antigen, unspecified","Respiratory syncytial virus (RSV) vaccine, recombinant, F protein-derived RSVPreF3 antigen, unspecified",True,
VAC1229,"Meningococcal vaccine, serogroups B (outer membrane vesicle proteins) and C","Meningococcal vaccine, serogroups B (outer membrane vesicle proteins B:14:P1.7,16) and C",True,
VAC1230,"Meningococcal C and anti-Haemophilus influenzae type b vaccine, conjugated with tetanus toxoid, unspecified",Conjugate vaccine against Haemophilus influenzae type b (conjugated with tetanus toxoid) and against meningococci serogroup C (conjugated with tetanus toxoid),True,
VAC1231,"Diphtheria (standard dose), tetanus, pertussis (acellular, standard dose), hepatitis B and Haemophilus influenzae type b (tetanus toxoid conjugate) vaccine, pediatric","Diphtheria (standard dose), tetanus, pertussis (acellular, standard dose), hepatitis B and Haemophilus influenzae type b (tetanus toxoid conjugate) vaccine, pediatric (10μg)",True,
VAC1232,"Pertussis acellular vaccine, reduced dose, unspecified","Pertussis acellular vaccine, reduced dose, unspecified",True,
VAC1233,"10-walentna skoniugowana szczepionka przeciw pneumokokom, nieokreślona","Pneumococcus 10-valent polysaccharide conjugate vaccine, serotypes 1, 4, 5, 6B, 7F, 9V, 14, 18C, 19F and 23F",True,
VAC1234,"Pneumococcal 15-valent unconjugated polysaccharide vaccine, serotypes 1, 2, 3, 4, 6B, 7F, 8, 9N, 11A, 12F, 14, 15F, 18C, 19F and 23F","Pneumococcal 15-valent unconjugated polysaccharide vaccine, serotypes 1, 2, 3, 4, 6B, 7F, 8, 9N, 11A, 12F, 14, 15F, 18C, 19F and 23F",True,
VAC1235,"Rotavirus RIX4414 monovalent vaccine, unspecified","Rotavirus RIX4414 monovalent vaccine, unspecified",True,
VAC1236,"COVID-19 protein subunit vaccine, recombinant spike protein in nanoparticles, Omicron subvariant XBB.1.5, unspecified","COVID-19 spike protein subunit vaccine, recombinant spike protein in nanoparticles, Omicron subvariant XBB.1.5",True,
VAC1237,Malaria vaccine pre-erythrocytic R21/Matrix-M,Malaria vaccine pre-erythrocytic R21/Matrix-M,True,
VAC1238,"Hepatitis B and malaria vaccine, unspecified","Hepatitis B and malaria vaccine, unspecified",True,
VAC1239,"15-walentna skoniugowana szczepionka przeciw pneumokokom, nieokreślona","Pneumococcal 15-valent polysaccharide conjugate vaccine, adsorbed, serotypes 1, 3, 4, 5, 6A, 6B, 7F, 9V, 14, 18C, 19A, 19F, 22F, 23F and 33F",True,
VAC1240,"Meningococcal B vaccine, 4-component, unspecified","Meningococcal B vaccine, 4-component, unspecified",True,
VAC1241,"Shingles vaccine, varicella-zoster virus (VZV) surface glycoprotein E (gE), unspecified","Shingles vaccine, varicella-zoster virus (VZV) surface glycoprotein E (gE), unspecified",True,
VAC1242,"COVID-19 mRNA vaccine encoding the SARS-CoV-2 spike protein, Omicron XBB.1.5 variant, 25 micrograms","COVID-19 mRNA vaccine encoding the SARS-CoV-2 spike protein, Omicron XBB.1.5 variant, 25 micrograms",True,
VAC1243,"COVID-19 mRNA vaccine encoding the SARS-CoV-2 spike protein, Omicron XBB.1.5 variant, 50 micrograms","COVID-19 mRNA vaccine encoding the SARS-CoV-2 spike protein, Omicron XBB.1.5 variant, 50 micrograms",True,
VAC1244,"COVID-19 mRNA vaccine encoding the SARS-CoV-2 spike protein, Omicron XBB.1.5 variant, 30 micrograms","COVID-19 mRNA vaccine encoding the SARS-CoV-2 spike protein, Omicron XBB.1.5 variant, 30 micrograms",True,
VAC1245,"Meningococcal vaccine against serogroups A, C, W and Y (polysaccharide conjugated to tetanus toxoid), and against serogroup B (recombinant)","Meningococcal vaccine against serogroups A, C, W and Y (polysaccharide conjugated to tetanus toxoid), and against serogroup B (recombinant)",True,
VAC1246,MCOMBRIAX,Combined influenza/Covid 19 mRNA vaccine in clinical trial,False,VAC1248
VAC1247,"Hepatitis A vaccine, unspecified","Hepatitis A vaccine, unspecified",True,
VAC1248,"Influenza/Covid 19 mRNA vaccine, unspecified","Combined influenza and Covid 19 mRNA vaccine, unspecified",True,
VAC1249,"Influenza vaccine, trivalent inactivated, split or subunit, intradermal route, unspecified","Influenza vaccine, trivalent inactivated, split or subunit, intradermal route, unspecified",True,
VAC1250,EUVICHOL-S,"Cholera vaccine, oral, containing formalin-inactivated whole V. cholerae O1 bacteria",False,VAC1537
VAC1251,EUVICHOL-PLUS,"Cholera vaccine, oral, bivalent consisting of killed whole cells of Vibrio cholerae O1 (classical and El Tor) and O139",False,VAC1257
VAC1252,JE-CV,"Live attenuated Japanese encephalitis vaccine, recombinant chimeric",False,VAC1193
VAC1253,CHIMERIVAX-JE,"Live attenuated Japanese encephalitis vaccine, recombinant chimeric",False,VAC1193
VAC1254,CAPVAXIVE,"Pneumococcal polysaccharide conjugate vaccine, 21-valent, adsorbed, serotypes 3, 6A, 7F, 8, 9N, 10A, 11A, 12F, 15A, 15B, 15C, 16F, 17F, 19A, 20A, 22F, 23A, 23B, 24F, 31, 33F, 35B",False,VAC1280
VAC1255,HEXASIIL,"Diphtheria toxoid (standard dose), tetanus toxoid, pertussis (whole cell), Haemophilus influenzae type b (conjugated to tetanus toxoid), inactivated polio (trivalent) and hepatitis B (recombinant) pediatric vaccine, adsorbed",False,VAC1256
VAC1256,"Diphtheria (standard dose), tetanus, pertussis (whole cell), Haemophilus influenzae type b (conjugated to tetanus toxoid), inactivated polio (trivalent) and hepatitis B (recombinant) pediatric vaccine, adsorbed","Diphtheria (standard dose), tetanus, pertussis (whole cell), Haemophilus influenzae type b (conjugated to tetanus toxoid), inactivated polio (trivalent) and hepatitis B (recombinant) pediatric vaccine, adsorbed",True,
VAC1257,"Cholera vaccine, whole inactivated oral, bivalent containing the whole inactivated V. cholerae O1 and O139 bacteria, unspecified","Cholera vaccine, oral, bivalent consisting of killed whole cells of Vibrio cholerae O1 (classical and El Tor) and O139",True,
VAC1258,COMIRNATY JN.1 30 µg,"COVID-19 mRNA vaccine, subvariant Omicron JN.1, 30 micrograms, adult dose (+ 12 years)",False,VAC1411
VAC1259,COMIRNATY JN.1 10 µg CHILDREN (5-11 YEARS),"COVID-19 mRNA vaccine, subvariant Omicron JN.1, 10 micrograms, paediatric dose (5-11 years)",False,VAC1412
VAC1260,COMIRNATY JN.1 3 µg CHILDREN (6 MONTHS-4 YEARS),"COVID-19 mRNA vaccine, subvariant Omicron JN.1, 3 micrograms, dose (6 months-4 years)",False,VAC1413
VAC1261,NUVAXOVID JN.1,"COVID-19 vaccine, protein subunit, recombinant spike protein nanoparticles, with adjuvant (Matrix M), Omicron JN.1 subvariant",False,VAC1414
VAC1262,MRESVIA,Single-stranded 5' capped mRNA encoding the Respiratory syncytial virus glycoprotein F stabilized in the prefusion conformation,False,VAC1420
VAC1263,"Zatwierdzona szczepionka mRNA covid, kodująca białko kolczaste SARS-COV-2","COVID-19 mRNA vaccine encoding the SARS-COV-2 spike protein, authorized",True,
VAC1264,"A(H5) avian influenza vaccine, unspecified","Avian influenza A(H5) vaccine, unspecified",True,
VAC1265,CLODIVAC,Diphtheria toxoid (low dose) and tetanus toxoid vaccine,False,VAC0920
VAC1266,PENMENVY,"Meningococcal broad-spectrum vaccine against serogroups A, B, C, W and Y",False,VAC1539
VAC1267,VIMKUNYA,"Chikungunya VLP vaccine (recombinant, adsorbed)",False,VAC1419
VAC1268,SPIKEVAX JN.1 50 µg,"COVID-19 mRNA vaccine, subvariant Omicron JN.1, 50 microgram dose",False,VAC1409
VAC1269,"SPIKEVAX JN.1 0,1 mg/mL dose 25 µg","COVID-19 mRNA vaccine, subvariant Omicron JN.1, 25 micrograms per dose, multidose vial",False,VAC1410
VAC1270,"SPIKEVAX JN.1 0,1 mg/mL dose 50 µg","COVID-19 mRNA vaccine, subvariant Omicron JN.1, 50 micrograms per dose, multidose vial",False,VAC1409
VAC1271,TYT BIOMED,"Typhoid and tetanus vaccine, injectable suspension",False,VAC1540
VAC1272,PSEUDOVAC,Polyvalent vaccine against  pus bacterium Pseudomonas aeruginosa,False,VAC1415
VAC1273,DT BIOMED,"Paediatric diphtheria vaccine (toxoid, standard dose) and tetanus vaccine (toxoid), adsorbed suspension for injection",False,VAC0137
VAC1274,d BIOMED,Diphtheria toxoid vaccine (reduced dose),False,VAC1172
VAC1275,D BIOMED,Diphtheria toxoid (standard dose) pediatric vaccine,False,VAC1165
VAC1276,DTP BIOMED,"Diphtheria toxoid (standard dose), tetanus toxoid and pertussis (whole-cell inactivated) pediatric vaccine",False,VAC0136
VAC1277,"Szczepionka przeciwko chikungunya, nieokreślona","Chikungunya vaccine, unspecified",True,
VAC1278,WALRINVAX,Bivalent recombinant vaccine against human papillomavirus (types 16 and 18) (Pichia pastoris),False,VAC1426
VAC1279,"Anthrax vaccine, adjuvanted adsorbed","Anthrax vaccine, adjuvanted adsorbed",True,
VAC1280,"Pneumococcal conjugate vaccine, 21-valent, adsorbed, serotypes 3, 6A, 7F, 8, 9N, 10A, 11A, 12F, 15A, 15B, 15C, 16F, 17F, 19A, 20A, 22F, 23A, 23B, 24F, 31, 33F, 35B","Pneumococcal conjugate vaccine, 21-valent, adsorbed, serotypes 3, 6A, 7F, 8, 9N, 10A, 11A, 12F, 15A, 15B, 15C, 16F, 17F, 19A, 20A, 22F, 23A, 23B, 24F, 31, 33F, 35B",True,
VAC1281,PENTABIO,"Vaccin pédiatrique diphtérique (anatoxine, dose standard), tétanique (anatoxine), coquelucheux (entier, dose standard), hépatite B et anti-Haemophilus influenzae type b (conjugué à l'anatoxine tétanique)",False,VAC1181
VAC1282,FLUBIO INFLUENZA HA,Inactivated trivalent seasonal influenza vaccine with surface antigen,False,VAC0925
VAC1283,INDOVAC,"COVID-19 protein subunit vaccine, recombinant spike protein, intramuscular route",False,VAC1138
VAC1284,NUSAGARD,"Human Papillomavirus vaccine, quadrivalent (types 6, 11, 16, and 18), recombinant",False,VAC0859
VAC1285,NOPV2,"Polio vaccine (live attenuated, monovalent) against polioviruses type 2, oral",False,VAC0852
VAC1286,VAKSIN COVID-19 BIO FARMA,"COVID-19 vaccine, protein subunit, recombinant spike protein (RBD domain), administered intramuscularly.",False,VAC1138
VAC1287,VAKSIN HEPATITIS B BIO FARMA,"Hepatitis B vaccine, recombinant hepatitis B surface antigen (HBsAg), unspecified",False,VAC0101
VAC1288,VAKSIN POLIOMYELITIS BIO FARMA,"Polio vaccine (whole inactivated, trivalent)",False,VAC0270
VAC1289,VAKSIN POLIOMYELITIS BIVALEN BIO FARMA,"Polio vaccine (live attenuated, bivalent) against poliovirus types 1 and 3, oral",False,VAC0600
VAC1290,MOPV1 BIO FARMA,"Polio vaccine (live attenuated, monovalent) against poliovirus 1, orally",False,VAC0853
VAC1291,MOPV2 BIO FARMA,"Polio vaccine (live attenuated, monovalent) against poliovirus 2, orally",False,VAC0852
VAC1292,BIO-TCV,"Typhoid vaccine, Vi antigen conjugated to tetanus toxoid",False,VAC0711
VAC1293,VAKSIN BCG KERING,Live attenuated tuberculosis vaccine,False,VAC0134
VAC1294,BIO-TD,"Diphtheria vaccine (toxoid, reduced dose) and tetanus vaccine (toxoid)",False,VAC0920
VAC1295,DT BIO FARMA,"Paediatric diphtheria vaccine (toxoid, standard dose) and tetanus vaccine (toxoid)",False,VAC0137
VAC1296,DTP BIO FARMA,"Paediatric diphtheria vaccine (toxoid, standard dose), tetanus vaccine (toxoid) and pertussis vaccine (whole inactivated)",False,VAC0136
VAC1297,TT BIO FARMA,Tetanus vaccine (toxoid),False,VAC0132
VAC1298,BETT,Tetanus vaccine (toxoid),False,VAC0132
VAC1299,BEVAC 10 µg,"Recombinant hepatitis B vaccine, pediatric dose",False,VAC0914
VAC1300,BEVAC 20 µg,"Recombinant hepatitis B vaccine, adult dose",False,VAC0915
VAC1301,BE Td,"Diphtheria vaccine (toxoid, reduced dose) and tetanus vaccine (toxoid)",False,VAC0920
VAC1302,COMBE FIVE,"Paediatric vaccine for diphtheria (toxoid, standard dose), tetanus (toxoid), whooping cough (whole, standard dose), hepatitis B and Haemophilus influenzae type b (conjugated with tetanus toxoid).",False,VAC1181
VAC1303,TRIPVAC,Lyme disease vaccine using a recombinant protein derived from OspA (Outer Surface Protein A) of six serotypes of Borrelia burgdorferi,False,VAC1180
VAC1304,BERAB,"Whole virion inactivated rabies vaccine, cultured on Vero cells",False,VAC1116
VAC1305,MRBEV,Live attenuated measles and rubella vaccine,False,VAC0550
VAC1306,TYPHIBEV,"Typhoid vaccine, Vi antigen conjugated to CRM197 protein",False,VAC1425
VAC1307,JEEV 6 µg,"Whole inactivated Japanese encephalitis vaccine, prepared in Vero cells, 6 micrograms",False,VAC1427
VAC1308,DT BIOLOGICAL E LTD,"Paediatric diphtheria vaccine (toxoid, standard dose) and tetanus vaccine (toxoid)",False,VAC0137
VAC1309,NOVEL ORAL (nOPV) TYPE 2 BIOLOGICAL E. LTD,"Polio vaccine (live attenuated, monovalent) against polioviruses type 2, oral",False,VAC0852
VAC1310,SII TD-VAC,"Diphtheria vaccine (toxoid, reduced dose) and tetanus vaccine (toxoid)",False,VAC0920
VAC1311,"Meningococcal ACWXY conjugate vaccine, unspecified","Quadrivalent meningococcal polysaccharide conjugate vaccine, serogroups A, C, W, X and Y",True,
VAC1312,TT SII,Tetanus vaccine (toxoid),False,VAC0132
VAC1313,BCG SII,Live attenuated tuberculosis vaccine,False,VAC0134
VAC1314,MEASLES SII,Live attenuated measles vaccine,False,VAC0114
VAC1315,MUMPS SII,Live attenuated mumps vaccine,False,VAC0153
VAC1316,RUBELLA SII,Live attenuated rubella vaccine,False,VAC0113
VAC1317,CERVAVAC,"Human Papillomavirus vaccine, quadrivalent (types 6, 11, 16, and 18), recombinant",False,VAC0859
VAC1318,"DIPHTHERIA, TETANUS, PERTUSSIS AND HEPATITIS B SII","Diphtheria toxoid (standard dose), tetanus toxoid, pertussis (whole-cell inactivated) and hepatitis B (recombinant) pediatric vaccine",False,VAC1208
VAC1319,"DIPHTERIA, TETANUS, PERTUSSIS AND HAEMOPHILUS INFLUENZAE B SII","Diphtheria toxoid (standard dose), tetanus toxoid, pertussis (whole-cell inactivated) and Haemophilus influenzae type b (conjugated to diphtheria toxoid) pediatric vaccine",False,VAC1161
VAC1320,"DIPHTHERIA, TETANUS, PERTUSSIS, HEPATITIS B AND HAEMOPHILUS INFLUENZAE B SII","Paediatric vaccine for diphtheria (toxoid, standard dose), tetanus (toxoid), whooping cough (whole, standard dose), hepatitis B and Haemophilus influenzae type b (conjugated with tetanus toxoid).",False,VAC1181
VAC1321,HAEMOPHILUS INFLUENZAE B SII,"Haemophilus influenzae type b vaccine, capsular polysaccharide (polyribosylribitol phosphate, PRP) conjugated to tetanus toxoid",False,VAC0345
VAC1322,PNEUMOSIL,"Pneumococcal polysaccharide conjugate vaccine, 10-valent, serotypes 1, 5, 6A, 6B, 7F, 9V, 14, 19A, 19F and 23F",False,VAC1424
VAC1323,MENFIVE,"Quadrivalent meningococcal polysaccharide conjugate vaccine, serogroups A, C, W, X and Y",False,VAC1311
VAC1324,NASOVAC-S,Live attenuated influenza A(H1N1)pdm09 pandemic vaccine,False,VAC1423
VAC1325,GENEVAC-B 10 µg,"Recombinant hepatitis B vaccine with thiomersal, pediatric dose",False,VAC0914
VAC1326,GENEVAC-B 20 µg,"Recombinant hepatitis B vaccine with thiomersal, adult dose",False,VAC0915
VAC1327,HEPATITIS B SII,"Recombinant hepatitis B vaccine without thiomersal, adult and paediatric dose",False,VAC0101
VAC1328,TUBERVAC,"Tuberculosis vaccine, live attenuated",False,VAC0134
VAC1329,FLU-M,"Trivalent inactivated seasonal influenza vaccine, split virion",False,VAC0925
VAC1330,FLU-M TETRA,"Quadrivalent inactivated seasonal influenza vaccine, split virion",False,VAC0938
VAC1331,CELLDEMIC,Influenza A(H5N1) vaccine (split virion),False,VAC0084
VAC1332,COMIRNATY KP.2 3 µg CHILDREN (6 MONTHS-4 YEARS),"COVID-19 mRNA vaccine, subvariant Omicron KP.2, 3 micrograms, paediatric dose (6 months-4 years)",False,VAC1416
VAC1333,COMIRNATY KP.2 10 µg CHILDREN (5-11 YEARS),"COVID-19 mRNA vaccine, subvariant Omicron KP.2, 10 micrograms, paediatric dose (5-11 years)",False,VAC1417
VAC1334,COMIRNATY KP.2 30 µg ADULT (+ 12 YEARS),"COVID-19 mRNA vaccine, subvariant Omicron KP.2, 30 micrograms, adult (+ 12 years)",False,VAC1418
VAC1335,INCELLIPAN,Influenza A(H5N1) vaccine (split virion),False,VAC0084
VAC1336,KOSTAIVE,"COVID-19 vaccine, mRNA encoding the SARS-CoV-2 spike protein, original virus",False,VAC1421
VAC1337,CONVACELL,"COVID-19 protein subunit vaccine, recombinant N protein",False,VAC1422
VAC1338,ZOONOTIC,"Influenza A(H5N1) vaccine (fragmented virion, inactivated, adjuvanted)",False,VAC0084
VAC1339,BIMERVAX XBB.1.16,"COVID-19 vaccine, protein subunit, recombinant homodimeric RBD protein, Omicron variant XBB.1.16, with adjuvant (SQBA)",False,VAC1428
VAC1340,"SPIKEVAX BA.1 0,1 mg/mL dose 50 µg","COVID-19 Bivalent mRNA vaccine, original virus + Omicron BA.1 variant, 50 micrograms per dose, multidose vial",False,VAC1536
VAC1341,"SPIKEVAX BA.4-5 0,1 mg/mL dose 50 µg","COVID-19 mRNA vaccine encoding the SARS-CoV-2 spike protein, Omicron XBB.1.5 variant, unspecified dose",True,
VAC1342,IPVAX,Inactivated polio (trivalent) vaccine,False,VAC0270
VAC1343,BORYUNG CELL CULTURE-DERIVED JAPANESE ENCEPHALITIS VACCINE,"Whole inactivated Japanese encephalitis vaccine, prepared in Vero cells, 6 micrograms",False,VAC1427
VAC1344,BORYUNG JAPANESE ENCEPHALITIS VACCINE,"Whole inactivated Japanese encephalitis vaccine, prepared in murine brain tissue, Nakayama strain, injectable",False,VAC1196
VAC1345,ZEROTYPH,Polysaccharide typhoid vaccine (Vi capsular antigen),False,VAC0713
VAC1346,FLU QUADRIVALENT MCV,"Quadrivalent inactivated seasonal influenza vaccine, split virion",False,VAC0938
VAC1347,EFLUELDA,"High-dose, trivalent inactivated seasonal influenza vaccine, split-virion",False,VAC1171
VAC1348,TETANA,Tetanus toxoid vaccine,False,VAC0132
VAC1349,TY BIOMED,Whole-cell inactivated typhoid vaccine,False,VAC0817
VAC1350,T SIS BIOMED,Tetanus toxoid vaccine,False,VAC0132
VAC1351,TETANA PRO,Tetanus toxoid vaccine,False,VAC0132
VAC1352,TERATECT,"Quadrivalent inactivated seasonal influenza vaccine, split virion",False,VAC0938
VAC1353,IL-YANG FLU VACCINE,"Trivalent inactivated seasonal influenza vaccine, split virion",False,VAC0925
VAC1354,EUFORVAC,"Vaccin pédiatrique diphtérique (anatoxine, dose standard), tétanique (anatoxine), coquelucheux (entier, dose standard), hépatite B et anti-Haemophilus influenzae type b (conjugué à l'anatoxine tétanique)",False,VAC1181
VAC1355,EUPENTA,"Vaccin pédiatrique diphtérique (anatoxine, dose standard), tétanique (anatoxine), coquelucheux (entier, dose standard), hépatite B et anti-Haemophilus influenzae type b (conjugué à l'anatoxine tétanique)",False,VAC1181
VAC1356,EUVAX B 10 µg,"Recombinant hepatitis B vaccine, paediatric dose",False,VAC0914
VAC1357,EUPOLIO,Inactivated polio (trivalent) vaccine,False,VAC0270
VAC1358,SKYCELLFLU QUADRIVALENT,"Quadrivalent inactivated seasonal influenza vaccine, cell-based",False,VAC1200
VAC1359,SKYCELLFLU TRIVALENT,"Trivalent inactivated seasonal influenza vaccine, produced in cell culture",False,VAC1175
VAC1360,HEPAMUNE B 10 µg,"Recombinant hepatitis B vaccine, pediatric dose",False,VAC0914
VAC1361,HEPAMUNE B 20 µg,"Recombinant hepatitis B vaccine, adult dose",False,VAC0915
VAC1362,SK TD,"Diphtheria vaccine (toxoid, reduced dose) and tetanus vaccine (toxoid)",False,VAC0920
VAC1363,HEPAVAX-GENE B 10 µg,"Recombinant hepatitis B vaccine, pediatric dose",False,VAC0914
VAC1364,BIOHIB,Haemophilus influenzae type b conjugate vaccine composed of PRP (polyribosylribitol phosphate) conjugated to tetanus toxoid,False,VAC0345
VAC1365,COMVAC5,"Paediatric vaccine for diphtheria (toxoid, standard dose), tetanus (toxoid), whooping cough (whole, standard dose), hepatitis B and Haemophilus influenzae type b (conjugated with tetanus toxoid).",False,VAC1181
VAC1366,HILLCHOL,"Cholera vaccine, oral, containing formalin-inactivated whole V. cholerae O1 bacteria",False,VAC1537
VAC1367,HNVAC,"Pandemic influenza A(H1N1)pdm09 vaccine, inactivated",False,VAC0147
VAC1368,INCOVACC,"COVID-19 vaccine, non-replicating chimpanzee adenoviral vector ChAdOx1 encoding the SARS-CoV-2 spike protein",False,VAC1170
VAC1369,INDIRAB,"Whole virion inactivated rabies vaccine, cultured on Vero cells",False,VAC1116
VAC1370,JENVAC,"Whole inactivated Japanese encephalitis vaccine, prepared in Vero cells",False,VAC1111
VAC1371,REVAC-B MCF,"Recombinant hepatitis B vaccine, pediatric dose",False,VAC0914
VAC1372,ROTAVAC,Rotavirus vaccine,False,VAC0158
VAC1373,ROTAVAC 5D,Rotavirus vaccine,False,VAC0158
VAC1374,TYPBAR-TCV,"Typhoid conjugate vaccine, Vi polysaccharide linked to tetanus toxoid protein",False,VAC0711
VAC1375,TWINRAB,"Rabies immunoglobulin, unspecified",False,VAC0502
VAC1376,ZYCOV-D,COVID-19 plasmid DNA vaccine,False,VAC1128
VAC1377,VAXIFLU-4,"Influenza quadrivalent inactivated vaccine, split or subunit, unspecified",False,VAC1541
VAC1378,VACTYPH,Polysaccharide typhoid vaccine (Vi capsular antigen),False,VAC0713
VAC1379,ZYVAC MMR,"Live attenuated measles, mumps and rubella vaccine",False,VAC0130
VAC1380,ZYVAC TCV,"Typhoid conjugate vaccine, Vi polysaccharide linked to tetanus toxoid protein",False,VAC0711
VAC1381,MEASLES AND RUBELLA VACCINE ZYDUS,Live attenuated measles and rubella vaccine,False,VAC0623
VAC1382,SKYTYPHOID,"Typhoid conjugate vaccine, Vi polysaccharide capsular antigen linked to a carrier protein (diphtheria toxin)",False,VAC1542
VAC1383,CYVAC,Malaria vaccine,False,VAC1543
VAC1384,BARYCELA,Live attenuated chickenpox vaccine,False,VAC0159
VAC1385,GC FLU QUADRIVALENT,"Quadrivalent inactivated seasonal influenza vaccine, split or subunit, unspecified",False,VAC1541
VAC1386,GCFLU,"Quadrivalent inactivated seasonal influenza vaccine, pediatric dose",False,VAC0929
VAC1387,SINSAVAC,Live attenuated yellow fever vaccine,False,VAC0111
VAC1388,BIVAC POLIO,"Polio vaccine (live attenuated, bivalent) against poliovirus types 1 and 3, oral",False,VAC0600
VAC1389,INLIVE,Whole inactivated enterovirus A71 vaccine,False,VAC1118
VAC1390,HEALIVE,Inactivated hepatitis A vaccine,False,VAC0102
VAC1391,BILIVE,"Combined hepatitis A and B vaccine, adult dose",False,VAC0654
VAC1392,23-VALENT SINOVAC,"Unconjugated pneumococcal polysaccharide vaccine, 23-valent, serotypes 1, 2, 3, 4, 5, 6B, 7F, 8, 9N, 9V, 10A, 11A, 12F, 14, 15B, 17F, 18C, 19A, 19F, 20, 22F, 23F and 33F",False,VAC0339
VAC1393,PROVARIX,Live attenuated chickenpox vaccine,False,VAC0159
VAC1394,POLIO SINOVAC VACCINE,Inactivated polio (trivalent) vaccine,False,VAC0270
VAC1395,MUMPS SINOVAC VACCINE,Live attenuated mumps vaccine,False,VAC0153
VAC1396,ANFLU,"Trivalent inactivated seasonal influenza vaccine, split virion",False,VAC0925
VAC1397,PANFLU,"Influenza A(H5N1) vaccine (fragmented virion, inactivated, adjuvanted)",False,VAC0084
VAC1398,PANFLU.1,"Pandemic influenza A(H1N1)pdm09 vaccine, inactivated",False,VAC0147
VAC1399,TERTRANFLU,"Quadrivalent inactivated seasonal influenza vaccine, split virion",False,VAC0938
VAC1400,SHANIPV,Inactivated polio (trivalent) vaccine,False,VAC0270
VAC1401,9-VALENT HPV VACCINE INNOVAX,"Human Papillomavirus vaccine, nonavalent (types 6, 11, 16, 18, 31, 33, 45, 52, and 58), recombinant",False,VAC0860
VAC1402,EASYSIX,"Diphtheria toxoid (standard dose), tetanus toxoid, pertussis (whole cell), Haemophilus influenzae type b (conjugated to tetanus toxoid), inactivated polio (trivalent) and hepatitis B (recombinant) pediatric vaccine, adsorbed",False,VAC1547
VAC1403,EASYFIVE-TT,"Vaccin pédiatrique diphtérique (anatoxine, dose standard), tétanique (anatoxine), coquelucheux (entier, dose standard), hépatite B et anti-Haemophilus influenzae type b (conjugué à l'anatoxine tétanique)",False,VAC1181
