CTI-EXTEND,NUVA,CTI-EXTEND label, NUVA label
CTI-EXTEND-264031-01,VAC0005,"Dukoral susp. buv. (susp. + gran. efferv.) sachet flac.","DUKORAL"
CTI-EXTEND-264047-01,VAC0005,"Dukoral susp. buv. (susp. + gran. efferv.) sachet flac.","DUKORAL"
CTI-EXTEND-264022-01,VAC0005,"Dukoral susp. buv. (susp. + gran. efferv.) sachet flac.","DUKORAL"
CTI-EXTEND-559697-01,VAC0778,"Vaxchora pdr. efferv. + susp. buv. (pdr.) sachet","VAXCHORA"
CTI-EXTEND-230151-06,VAC0570,"Hiberix 10 µg/0.5 ml sol. inj. (pdr. + solv.) i.m. ser. préremplie flac.","HIBERIX"
CTI-EXTEND-230151-05,VAC0570,"Hiberix 10 µg/0.5 ml sol. inj. (pdr. + solv.) i.m. ser. préremplie flac.","HIBERIX"
CTI-EXTEND-230151-07,VAC0570,"Hiberix 10 µg/0.5 ml sol. inj. (pdr. + solv.) i.m. ser. préremplie flac.","HIBERIX"
CTI-EXTEND-230151-09,VAC0570,"Hiberix 10 µg/0.5 ml sol. inj. (pdr. + solv.) i.m. ser. préremplie flac.","HIBERIX"
CTI-EXTEND-230151-10,VAC0570,"Hiberix 10 µg/0.5 ml sol. inj. (pdr. + solv.) i.m. ser. préremplie flac.","HIBERIX"
CTI-EXTEND-230151-08,VAC0570,"Hiberix 10 µg/0.5 ml sol. inj. (pdr. + solv.) i.m. ser. préremplie flac.","HIBERIX"
CTI-EXTEND-158724-02,VAC0001,"Act-HIB 10 µg/0.5 ml sol. inj. (pdr. + solv.) i.m. flac.","ACT-HIB"
CTI-EXTEND-158724-01,VAC0001,"Act-HIB 10 µg/0.5 ml sol. inj. (pdr. + solv.) i.m. flac.","ACT-HIB"
CTI-EXTEND-321447-01,VAC0556,"Menitorix sol. inj. (pdr. + solv.) i.m. ser. préremplie flac.","MENITORIX"
CTI-EXTEND-321447-02,VAC0556,"Menitorix sol. inj. (pdr. + solv.) i.m. ser. préremplie flac.","MENITORIX"
CTI-EXTEND-226274-02,VAC0850,"Neisvac-C 10 µg/0.5 ml susp. inj. i.m. ser. préremplie","NEISVAC-C"
CTI-EXTEND-226274-01,VAC0850,"Neisvac-C 10 µg/0.5 ml susp. inj. i.m. ser. préremplie","NEISVAC-C"
CTI-EXTEND-226274-03,VAC0850,"Neisvac-C 10 µg/0.5 ml susp. inj. i.m. ser. préremplie","NEISVAC-C"
CTI-EXTEND-575173-01,VAC0594,"MenQuadfi sol. inj. i.m. flac.","MenQuadfi"
CTI-EXTEND-575182-01,VAC0594,"MenQuadfi sol. inj. i.m. flac.","MenQuadfi"
CTI-EXTEND-593360-01,VAC0594,"MenQuadfi sol. inj. i.m. flac.","MenQuadfi"
CTI-EXTEND-599537-01,VAC0594,"MenQuadfi sol. inj. i.m. flac.","MenQuadfi"
CTI-EXTEND-591475-01,VAC0141,"Menveo sol. inj. (pdr. + solv.) i.m. flac.","MENVEO"
CTI-EXTEND-390022-01,VAC0141,"Menveo sol. inj. (pdr. + solv.) i.m. flac.","MENVEO"
CTI-EXTEND-398885-01,VAC0141,"Menveo sol. inj. (pdr. + solv.) i.m. flac.","MENVEO"
CTI-EXTEND-566551-01,VAC0486,"Nimenrix sol. inj. (pdr. + solv.) i.m. amp. ser. préremplie flac.","NIMENRIX"
CTI-EXTEND-420436-01,VAC0486,"Nimenrix sol. inj. (pdr. + solv.) i.m. amp. ser. préremplie flac.","NIMENRIX"
CTI-EXTEND-420411-01,VAC0486,"Nimenrix sol. inj. (pdr. + solv.) i.m. amp. ser. préremplie flac.","NIMENRIX"
CTI-EXTEND-420402-01,VAC0486,"Nimenrix sol. inj. (pdr. + solv.) i.m. amp. ser. préremplie flac.","NIMENRIX"
CTI-EXTEND-420427-01,VAC0486,"Nimenrix sol. inj. (pdr. + solv.) i.m. amp. ser. préremplie flac.","NIMENRIX"
CTI-EXTEND-420427-03,VAC0486,"Nimenrix sol. inj. (pdr. + solv.) i.m. amp. ser. préremplie flac.","NIMENRIX"
CTI-EXTEND-420427-02,VAC0486,"Nimenrix sol. inj. (pdr. + solv.) i.m. amp. ser. préremplie flac.","NIMENRIX"
CTI-EXTEND-663596-01,VAC0141,"Menveo sol. inj. i.m. flac.","MENVEO"
CTI-EXTEND-663597-01,VAC0141,"Menveo sol. inj. i.m. flac.","MENVEO"
CTI-EXTEND-519484-01,VAC0582,"Trumenba susp. inj. i.m. ser. préremplie","TRUMENBA"
CTI-EXTEND-519982-01,VAC0582,"Trumenba susp. inj. i.m. ser. préremplie","TRUMENBA"
CTI-EXTEND-519991-01,VAC0582,"Trumenba susp. inj. i.m. ser. préremplie","TRUMENBA"
CTI-EXTEND-520017-01,VAC0582,"Trumenba susp. inj. i.m. ser. préremplie","TRUMENBA"
CTI-EXTEND-520026-01,VAC0582,"Trumenba susp. inj. i.m. ser. préremplie","TRUMENBA"
CTI-EXTEND-520000-01,VAC0582,"Trumenba susp. inj. i.m. ser. préremplie","TRUMENBA"
CTI-EXTEND-434515-01,VAC0495,"Bexsero susp. inj. i.m. ser. préremplie","BEXSERO"
CTI-EXTEND-434533-01,VAC0495,"Bexsero susp. inj. i.m. ser. préremplie","BEXSERO"
CTI-EXTEND-434506-01,VAC0495,"Bexsero susp. inj. i.m. ser. préremplie","BEXSERO"
CTI-EXTEND-434524-01,VAC0495,"Bexsero susp. inj. i.m. ser. préremplie","BEXSERO"
CTI-EXTEND-665632-01,#MISS,"VacPertagen susp. inj. i.m. ser. préremplie",
CTI-EXTEND-502222-05,VAC0479,"Triaxis susp. inj. s.c./i.m. ser. préremplie","TRIAXIS"
CTI-EXTEND-502222-03,VAC0479,"Triaxis susp. inj. s.c./i.m. ser. préremplie","TRIAXIS"
CTI-EXTEND-502222-04,VAC0479,"Triaxis susp. inj. s.c./i.m. ser. préremplie","TRIAXIS"
CTI-EXTEND-502222-06,VAC0479,"Triaxis susp. inj. s.c./i.m. ser. préremplie","TRIAXIS"
CTI-EXTEND-502222-02,VAC0479,"Triaxis susp. inj. s.c./i.m. ser. préremplie","TRIAXIS"
CTI-EXTEND-502222-01,VAC0479,"Triaxis susp. inj. s.c./i.m. ser. préremplie","TRIAXIS"
CTI-EXTEND-441707-02,VAC0614,"Boostertdap 0.5 ml susp. inj. s.c./i.m. ser. préremplie","TDAPBOOSTER AJ VACCINES"
CTI-EXTEND-441707-04,VAC0614,"Boostertdap 0.5 ml susp. inj. s.c./i.m. ser. préremplie","TDAPBOOSTER AJ VACCINES"
CTI-EXTEND-441707-03,VAC0614,"Boostertdap 0.5 ml susp. inj. s.c./i.m. ser. préremplie","TDAPBOOSTER AJ VACCINES"
CTI-EXTEND-441707-01,VAC0614,"Boostertdap 0.5 ml susp. inj. s.c./i.m. ser. préremplie","TDAPBOOSTER AJ VACCINES"
CTI-EXTEND-220954-01,VAC0541,"Boostrix susp. inj. i.m. flac.","BOOSTRIX"
CTI-EXTEND-220954-02,VAC0541,"Boostrix susp. inj. i.m. flac.","BOOSTRIX"
CTI-EXTEND-220963-01,VAC0541,"Boostrix susp. inj. i.m. ser. préremplie","BOOSTRIX"
CTI-EXTEND-220963-02,VAC0541,"Boostrix susp. inj. i.m. ser. préremplie","BOOSTRIX"
CTI-EXTEND-169303-01,VAC0264,"Infanrix (DTPa) susp. inj. i.m. ser. préremplie","INFANRIX"
CTI-EXTEND-169303-02,VAC0264,"Infanrix (DTPa) susp. inj. i.m. ser. préremplie","INFANRIX"
CTI-EXTEND-169303-06,VAC0264,"Infanrix (DTPa) susp. inj. i.m. ser. préremplie","INFANRIX"
CTI-EXTEND-169303-04,VAC0264,"Infanrix (DTPa) susp. inj. i.m. ser. préremplie","INFANRIX"
CTI-EXTEND-169303-05,VAC0264,"Infanrix (DTPa) susp. inj. i.m. ser. préremplie","INFANRIX"
CTI-EXTEND-483182-03,VAC0336,"Pneumovax 23 sol. inj. s.c./i.m. ser. préremplie","PNEUMOVAX"
CTI-EXTEND-483182-05,VAC0336,"Pneumovax 23 sol. inj. s.c./i.m. ser. préremplie","PNEUMOVAX"
CTI-EXTEND-483182-06,VAC0336,"Pneumovax 23 sol. inj. s.c./i.m. ser. préremplie","PNEUMOVAX"
CTI-EXTEND-483182-01,VAC0336,"Pneumovax 23 sol. inj. s.c./i.m. ser. préremplie","PNEUMOVAX"
CTI-EXTEND-483182-02,VAC0336,"Pneumovax 23 sol. inj. s.c./i.m. ser. préremplie","PNEUMOVAX"
CTI-EXTEND-483182-04,VAC0336,"Pneumovax 23 sol. inj. s.c./i.m. ser. préremplie","PNEUMOVAX"
CTI-EXTEND-224165-01,VAC0336,"Pneumovax 23 sol. inj. s.c./i.m. flac.","PNEUMOVAX"
CTI-EXTEND-224165-02,VAC0336,"Pneumovax 23 sol. inj. s.c./i.m. flac.","PNEUMOVAX"
CTI-EXTEND-224165-03,VAC0336,"Pneumovax 23 sol. inj. s.c./i.m. flac.","PNEUMOVAX"
CTI-EXTEND-598853-01,VAC0780,"Vaxneuvance susp. inj. i.m. ser. préremplie","VAXNEUVANCE"
CTI-EXTEND-594862-01,VAC0780,"Vaxneuvance susp. inj. i.m. ser. préremplie","VAXNEUVANCE"
CTI-EXTEND-594897-01,VAC0780,"Vaxneuvance susp. inj. i.m. ser. préremplie","VAXNEUVANCE"
CTI-EXTEND-594871-01,VAC0780,"Vaxneuvance susp. inj. i.m. ser. préremplie","VAXNEUVANCE"
CTI-EXTEND-594906-01,VAC0780,"Vaxneuvance susp. inj. i.m. ser. préremplie","VAXNEUVANCE"
CTI-EXTEND-594880-01,VAC0780,"Vaxneuvance susp. inj. i.m. ser. préremplie","VAXNEUVANCE"
CTI-EXTEND-594702-01,VAC0780,"Vaxneuvance susp. inj. i.m. ser. préremplie","VAXNEUVANCE"
CTI-EXTEND-596675-01,VAC0900,"Prevenar 20 susp. inj. i.m. ser. préremplie","PREVENAR 20 (previously APEXXNAR)"
CTI-EXTEND-596693-01,VAC0900,"Prevenar 20 susp. inj. i.m. ser. préremplie","PREVENAR 20 (previously APEXXNAR)"
CTI-EXTEND-596684-01,VAC0900,"Prevenar 20 susp. inj. i.m. ser. préremplie","PREVENAR 20 (previously APEXXNAR)"
CTI-EXTEND-596657-01,VAC0900,"Prevenar 20 susp. inj. i.m. ser. préremplie","PREVENAR 20 (previously APEXXNAR)"
CTI-EXTEND-596702-01,VAC0900,"Prevenar 20 susp. inj. i.m. ser. préremplie","PREVENAR 20 (previously APEXXNAR)"
CTI-EXTEND-596666-01,VAC0900,"Prevenar 20 susp. inj. i.m. ser. préremplie","PREVENAR 20 (previously APEXXNAR)"
CTI-EXTEND-596666-03,VAC0900,"Prevenar 20 susp. inj. i.m. ser. préremplie","PREVENAR 20 (previously APEXXNAR)"
CTI-EXTEND-596666-02,VAC0900,"Prevenar 20 susp. inj. i.m. ser. préremplie","PREVENAR 20 (previously APEXXNAR)"
CTI-EXTEND-519342-01,VAC0123,"Prevenar 13 susp. inj. i.m. récip. multidos.","PREVENAR 13"
CTI-EXTEND-519333-01,VAC0123,"Prevenar 13 susp. inj. i.m. récip. multidos.","PREVENAR 13"
CTI-EXTEND-519324-01,VAC0123,"Prevenar 13 susp. inj. i.m. récip. multidos.","PREVENAR 13"
CTI-EXTEND-519351-01,VAC0123,"Prevenar 13 susp. inj. i.m. récip. multidos.","PREVENAR 13"
CTI-EXTEND-519360-01,VAC0123,"Prevenar 13 susp. inj. i.m. récip. multidos.","PREVENAR 13"
CTI-EXTEND-360543-01,VAC0123,"Prevenar 13 susp. inj. i.m. ser. préremplie flac.","PREVENAR 13"
CTI-EXTEND-360577-01,VAC0123,"Prevenar 13 susp. inj. i.m. ser. préremplie flac.","PREVENAR 13"
CTI-EXTEND-360561-01,VAC0123,"Prevenar 13 susp. inj. i.m. ser. préremplie flac.","PREVENAR 13"
CTI-EXTEND-360552-01,VAC0123,"Prevenar 13 susp. inj. i.m. ser. préremplie flac.","PREVENAR 13"
CTI-EXTEND-360534-01,VAC0123,"Prevenar 13 susp. inj. i.m. ser. préremplie flac.","PREVENAR 13"
CTI-EXTEND-360586-01,VAC0123,"Prevenar 13 susp. inj. i.m. ser. préremplie flac.","PREVENAR 13"
CTI-EXTEND-472862-01,VAC0123,"Prevenar 13 susp. inj. i.m. ser. préremplie flac.","PREVENAR 13"
CTI-EXTEND-472871-01,VAC0123,"Prevenar 13 susp. inj. i.m. ser. préremplie flac.","PREVENAR 13"
CTI-EXTEND-472880-01,VAC0123,"Prevenar 13 susp. inj. i.m. ser. préremplie flac.","PREVENAR 13"
CTI-EXTEND-472853-01,VAC0123,"Prevenar 13 susp. inj. i.m. ser. préremplie flac.","PREVENAR 13"
CTI-EXTEND-472844-01,VAC0123,"Prevenar 13 susp. inj. i.m. ser. préremplie flac.","PREVENAR 13"
CTI-EXTEND-360543-02,VAC0123,"Prevenar 13 susp. inj. i.m. ser. préremplie flac.","PREVENAR 13"
CTI-EXTEND-360543-03,VAC0123,"Prevenar 13 susp. inj. i.m. ser. préremplie flac.","PREVENAR 13"
CTI-EXTEND-360543-04,VAC0123,"Prevenar 13 susp. inj. i.m. ser. préremplie flac.","PREVENAR 13"
CTI-EXTEND-664203-01,#MISS,"Capvaxive sol. inj. i.m. ser. préremplie",
CTI-EXTEND-664205-01,#MISS,"Capvaxive sol. inj. i.m. ser. préremplie",
CTI-EXTEND-664206-01,#MISS,"Capvaxive sol. inj. i.m. ser. préremplie",
CTI-EXTEND-664207-01,#MISS,"Capvaxive sol. inj. i.m. ser. préremplie",
CTI-EXTEND-664208-01,#MISS,"Capvaxive sol. inj. i.m. ser. préremplie",
CTI-EXTEND-664209-01,#MISS,"Capvaxive sol. inj. i.m. ser. préremplie",
CTI-EXTEND-520560-01,VAC0083,"Synflorix susp. inj. i.m. flac.","SYNFLORIX"
CTI-EXTEND-520551-01,VAC0083,"Synflorix susp. inj. i.m. flac.","SYNFLORIX"
CTI-EXTEND-338597-01,VAC0083,"Synflorix susp. inj. i.m. flac.","SYNFLORIX"
CTI-EXTEND-338615-01,VAC0083,"Synflorix susp. inj. i.m. flac.","SYNFLORIX"
CTI-EXTEND-338606-01,VAC0083,"Synflorix susp. inj. i.m. flac.","SYNFLORIX"
CTI-EXTEND-338581-01,VAC0083,"Synflorix susp. inj. i.m. ser. préremplie","SYNFLORIX"
CTI-EXTEND-338572-01,VAC0083,"Synflorix susp. inj. i.m. ser. préremplie","SYNFLORIX"
CTI-EXTEND-338563-01,VAC0083,"Synflorix susp. inj. i.m. ser. préremplie","SYNFLORIX"
CTI-EXTEND-365425-01,VAC0083,"Synflorix susp. inj. i.m. ser. préremplie","SYNFLORIX"
CTI-EXTEND-338554-01,VAC0083,"Synflorix susp. inj. i.m. ser. préremplie","SYNFLORIX"
CTI-EXTEND-338545-01,VAC0083,"Synflorix susp. inj. i.m. ser. préremplie","SYNFLORIX"
CTI-EXTEND-338624-01,VAC0083,"Synflorix susp. inj. i.m. flac.","SYNFLORIX"
CTI-EXTEND-534080-01,VAC0451,"Vivotif gél. gastro-résist.","VIVOTIF"
CTI-EXTEND-160307-06,VAC0041,"Typhim Vi 25 µg/dose sol. inj. s.c./i.m. ser. préremplie","TYPHIM VI"
CTI-EXTEND-160307-04,VAC0041,"Typhim Vi 25 µg/dose sol. inj. s.c./i.m. ser. préremplie","TYPHIM VI"
CTI-EXTEND-160307-02,VAC0041,"Typhim Vi 25 µg/dose sol. inj. s.c./i.m. ser. préremplie","TYPHIM VI"
CTI-EXTEND-160307-01,VAC0041,"Typhim Vi 25 µg/dose sol. inj. s.c./i.m. ser. préremplie","TYPHIM VI"
CTI-EXTEND-160307-05,VAC0041,"Typhim Vi 25 µg/dose sol. inj. s.c./i.m. ser. préremplie","TYPHIM VI"
CTI-EXTEND-160307-03,VAC0041,"Typhim Vi 25 µg/dose sol. inj. s.c./i.m. ser. préremplie","TYPHIM VI"
CTI-EXTEND-459137-02,VAC0575,"Fsme-Immun 0.5 ml susp. inj. s.c./i.m. ser. préremplie","FSME-IMMUN"
CTI-EXTEND-459137-01,VAC0575,"Fsme-Immun 0.5 ml susp. inj. s.c./i.m. ser. préremplie","FSME-IMMUN"
CTI-EXTEND-276841-02,VAC0774,"Fsme-Immun 0,25 ml Junior  susp. inj. s.c./i.m. ser. préremplie","FSME-IMMUN 0,25 mL"
CTI-EXTEND-276841-01,VAC0774,"Fsme-Immun 0,25 ml Junior  susp. inj. s.c./i.m. ser. préremplie","FSME-IMMUN 0,25 mL"
CTI-EXTEND-340076-01,VAC0073,"Ixiaro susp. inj. s.c./i.m. ser. préremplie","IXIARO"
CTI-EXTEND-340067-01,VAC0073,"Ixiaro susp. inj. s.c./i.m. ser. préremplie","IXIARO"
CTI-EXTEND-575146-01,VAC0871,"Supemtek Tetra sol. inj. i.m. ser. préremplie","SUPEMTEK TETRA"
CTI-EXTEND-575155-01,VAC0871,"Supemtek Tetra sol. inj. i.m. ser. préremplie","SUPEMTEK TETRA"
CTI-EXTEND-575120-01,VAC0871,"Supemtek Tetra sol. inj. i.m. ser. préremplie","SUPEMTEK TETRA"
CTI-EXTEND-575004-01,VAC0871,"Supemtek Tetra sol. inj. i.m. ser. préremplie","SUPEMTEK TETRA"
CTI-EXTEND-575137-01,VAC0871,"Supemtek Tetra sol. inj. i.m. ser. préremplie","SUPEMTEK TETRA"
CTI-EXTEND-575111-01,VAC0871,"Supemtek Tetra sol. inj. i.m. ser. préremplie","SUPEMTEK TETRA"
CTI-EXTEND-571466-01,VAC0475,"Foclivia susp. inj. i.m. ser. préremplie","FOCLIVIA"
CTI-EXTEND-571457-01,VAC0475,"Foclivia susp. inj. i.m. ser. préremplie","FOCLIVIA"
CTI-EXTEND-357847-01,VAC0475,"Foclivia susp. inj. i.m. ser. préremplie","FOCLIVIA"
CTI-EXTEND-357831-01,VAC0475,"Foclivia susp. inj. i.m. ser. préremplie","FOCLIVIA"
CTI-EXTEND-560471-25,VAC0649,"Efluelda Tetra susp. inj. s.c./i.m. ser. préremplie","EFLUELDA TETRA"
CTI-EXTEND-560471-26,VAC0649,"Efluelda Tetra susp. inj. s.c./i.m. ser. préremplie","EFLUELDA TETRA"
CTI-EXTEND-560471-27,VAC0649,"Efluelda Tetra susp. inj. s.c./i.m. ser. préremplie","EFLUELDA TETRA"
CTI-EXTEND-560471-28,VAC0649,"Efluelda Tetra susp. inj. s.c./i.m. ser. préremplie","EFLUELDA TETRA"
CTI-EXTEND-560471-29,VAC0649,"Efluelda Tetra susp. inj. s.c./i.m. ser. préremplie","EFLUELDA TETRA"
CTI-EXTEND-560471-30,VAC0649,"Efluelda Tetra susp. inj. s.c./i.m. ser. préremplie","EFLUELDA TETRA"
CTI-EXTEND-514142-24,VAC0562,"Influvac Tetra susp. inj. s.c./i.m. ser. préremplie","INFLUVAC TETRA"
CTI-EXTEND-514142-25,VAC0562,"Influvac Tetra susp. inj. s.c./i.m. ser. préremplie","INFLUVAC TETRA"
CTI-EXTEND-514142-26,VAC0562,"Influvac Tetra susp. inj. s.c./i.m. ser. préremplie","INFLUVAC TETRA"
CTI-EXTEND-514142-23,VAC0562,"Influvac Tetra susp. inj. s.c./i.m. ser. préremplie","INFLUVAC TETRA"
CTI-EXTEND-501511-37,VAC0560,"Vaxigrip Tetra susp. inj. s.c./i.m. ser. préremplie","VAXIGRIPTETRA"
CTI-EXTEND-501511-34,VAC0560,"Vaxigrip Tetra susp. inj. s.c./i.m. ser. préremplie","VAXIGRIPTETRA"
CTI-EXTEND-501511-35,VAC0560,"Vaxigrip Tetra susp. inj. s.c./i.m. ser. préremplie","VAXIGRIPTETRA"
CTI-EXTEND-501511-36,VAC0560,"Vaxigrip Tetra susp. inj. s.c./i.m. ser. préremplie","VAXIGRIPTETRA"
CTI-EXTEND-501511-33,VAC0560,"Vaxigrip Tetra susp. inj. s.c./i.m. ser. préremplie","VAXIGRIPTETRA"
CTI-EXTEND-456924-30,VAC0563,"Alpharix-Tetra susp. inj. i.m. ser. préremplie","ALPHA-RIX-TETRA"
CTI-EXTEND-456924-31,VAC0563,"Alpharix-Tetra susp. inj. i.m. ser. préremplie","ALPHA-RIX-TETRA"
CTI-EXTEND-456924-28,VAC0563,"Alpharix-Tetra susp. inj. i.m. ser. préremplie","ALPHA-RIX-TETRA"
CTI-EXTEND-456924-29,VAC0563,"Alpharix-Tetra susp. inj. i.m. ser. préremplie","ALPHA-RIX-TETRA"
CTI-EXTEND-385655-01,VAC0170,"Aflunov susp. inj. i.m. ser. préremplie","AFLUNOV"
CTI-EXTEND-385646-01,VAC0170,"Aflunov susp. inj. i.m. ser. préremplie","AFLUNOV"
CTI-EXTEND-357865-01,VAC0475,"Foclivia susp. inj. i.m. flac.","FOCLIVIA"
CTI-EXTEND-357874-01,VAC0777,"Adjupanrix émuls. inj. (émuls. + susp.) i.m. flac.","ADJUPANRIX"
CTI-EXTEND-350962-01,VAC0472,"Prepandrix émuls. inj. (émuls. + susp.) i.m. flac.","PREPANDRIX"
CTI-EXTEND-662050-01,VAC1338,"Zoonotic Influenza Vaccine Seqirus susp. inj. i.m. ser. préremplie","ZOONOTIC"
CTI-EXTEND-662051-01,VAC1338,"Zoonotic Influenza Vaccine Seqirus susp. inj. i.m. ser. préremplie","ZOONOTIC"
CTI-EXTEND-662556-01,VAC1331,"Celldemic susp. inj. i.m. ser. préremplie","CELLDEMIC"
CTI-EXTEND-662557-01,VAC1335,"Incellipan susp. inj. i.m. ser. préremplie","INCELLIPAN"
CTI-EXTEND-662891-13,VAC0016,"Influvac susp. inj. s.c./i.m. ser. préremplie","INFLUVAC 0,5 mL"
CTI-EXTEND-662891-14,VAC0016,"Influvac susp. inj. s.c./i.m. ser. préremplie","INFLUVAC 0,5 mL"
CTI-EXTEND-662891-15,VAC0016,"Influvac susp. inj. s.c./i.m. ser. préremplie","INFLUVAC 0,5 mL"
CTI-EXTEND-662891-16,VAC0016,"Influvac susp. inj. s.c./i.m. ser. préremplie","INFLUVAC 0,5 mL"
CTI-EXTEND-663512-12,VAC0062,"Vaxigrip susp. inj. s.c./i.m. ser. préremplie","VAXIGRIP"
CTI-EXTEND-663512-09,VAC0062,"Vaxigrip susp. inj. s.c./i.m. ser. préremplie","VAXIGRIP"
CTI-EXTEND-663512-10,VAC0062,"Vaxigrip susp. inj. s.c./i.m. ser. préremplie","VAXIGRIP"
CTI-EXTEND-663512-11,VAC0062,"Vaxigrip susp. inj. s.c./i.m. ser. préremplie","VAXIGRIP"
CTI-EXTEND-663552-03,VAC0926,"Flucelvax susp. inj. i.m. ser. préremplie","FLUCELVAX"
CTI-EXTEND-663568-03,VAC0926,"Flucelvax susp. inj. i.m. ser. préremplie","FLUCELVAX"
CTI-EXTEND-663569-03,VAC0926,"Flucelvax susp. inj. i.m. ser. préremplie","FLUCELVAX"
CTI-EXTEND-663570-03,VAC0926,"Flucelvax susp. inj. i.m. ser. préremplie","FLUCELVAX"
CTI-EXTEND-663610-02,VAC0230,"Fluad susp. inj. i.m. ser. préremplie","FLUAD"
CTI-EXTEND-663611-02,VAC0230,"Fluad susp. inj. i.m. ser. préremplie","FLUAD"
CTI-EXTEND-663612-02,VAC0230,"Fluad susp. inj. i.m. ser. préremplie","FLUAD"
CTI-EXTEND-663613-02,VAC0230,"Fluad susp. inj. i.m. ser. préremplie","FLUAD"
CTI-EXTEND-663606-16,VAC1347,"Efluelda susp. inj. s.c./i.m. ser. préremplie","EFLUELDA"
CTI-EXTEND-663606-17,VAC1347,"Efluelda susp. inj. s.c./i.m. ser. préremplie","EFLUELDA"
CTI-EXTEND-663606-18,VAC1347,"Efluelda susp. inj. s.c./i.m. ser. préremplie","EFLUELDA"
CTI-EXTEND-663606-13,VAC1347,"Efluelda susp. inj. s.c./i.m. ser. préremplie","EFLUELDA"
CTI-EXTEND-663606-14,VAC1347,"Efluelda susp. inj. s.c./i.m. ser. préremplie","EFLUELDA"
CTI-EXTEND-663606-15,VAC1347,"Efluelda susp. inj. s.c./i.m. ser. préremplie","EFLUELDA"
CTI-EXTEND-663934-11,VAC0990,"Alpharix susp. inj. i.m. ser. préremplie","ALPHARIX"
CTI-EXTEND-663934-09,VAC0990,"Alpharix susp. inj. i.m. ser. préremplie","ALPHARIX"
CTI-EXTEND-663934-10,VAC0990,"Alpharix susp. inj. i.m. ser. préremplie","ALPHARIX"
CTI-EXTEND-663934-12,VAC0990,"Alpharix susp. inj. i.m. ser. préremplie","ALPHARIX"
CTI-EXTEND-665937-01,#MISS,"Supemtek sol. inj. i.m. ser. préremplie",
CTI-EXTEND-665938-01,#MISS,"Supemtek sol. inj. i.m. ser. préremplie",
CTI-EXTEND-665939-01,#MISS,"Supemtek sol. inj. i.m. ser. préremplie",
CTI-EXTEND-665940-01,#MISS,"Supemtek sol. inj. i.m. ser. préremplie",
CTI-EXTEND-665941-01,#MISS,"Supemtek sol. inj. i.m. ser. préremplie",
CTI-EXTEND-665935-01,#MISS,"Supemtek sol. inj. i.m. ser. préremplie",
CTI-EXTEND-501600-01,#MISS,"Pandemic Influenza Vaccine H5N1 AstraZeneca susp. pulv. nas.",
CTI-EXTEND-662793-01,VAC0173,"Fluenz susp. pulv. nas. flac. pulv.","FLUENZ"
CTI-EXTEND-662794-01,VAC0173,"Fluenz susp. pulv. nas. flac. pulv.","FLUENZ"
CTI-EXTEND-580880-01,VAC0733,"Heplisav B 20 µg sol. inj. i.m. ser. préremplie","HEPLISAV-B"
CTI-EXTEND-661896-01,VAC0733,"Heplisav B 20 µg sol. inj. i.m. ser. préremplie","HEPLISAV-B"
CTI-EXTEND-328352-01,VAC0009,"HBVaxPro 10 µg/ml susp. inj. s.c./i.m. ser. préremplie","HBVAXPRO 10 µg"
CTI-EXTEND-284627-01,VAC0009,"HBVaxPro 10 µg/ml susp. inj. s.c./i.m. ser. préremplie","HBVAXPRO 10 µg"
CTI-EXTEND-284593-01,VAC0009,"HBVaxPro 10 µg/ml susp. inj. s.c./i.m. ser. préremplie","HBVAXPRO 10 µg"
CTI-EXTEND-223885-01,VAC0009,"HBVaxPro 10 µg/ml susp. inj. s.c./i.m. ser. préremplie","HBVAXPRO 10 µg"
CTI-EXTEND-223903-01,VAC0009,"HBVaxPro 10 µg/ml susp. inj. s.c./i.m. ser. préremplie","HBVAXPRO 10 µg"
CTI-EXTEND-284611-01,VAC0009,"HBVaxPro 10 µg/ml susp. inj. s.c./i.m. ser. préremplie","HBVAXPRO 10 µg"
CTI-EXTEND-284602-01,VAC0009,"HBVaxPro 10 µg/ml susp. inj. s.c./i.m. ser. préremplie","HBVAXPRO 10 µg"
CTI-EXTEND-328343-01,VAC0011,"HBVaxPro 5 µg/0.5 ml susp. inj. s.c./i.m. ser. préremplie","HBVAXPRO 5 µg"
CTI-EXTEND-328334-01,VAC0011,"HBVaxPro 5 µg/0.5 ml susp. inj. s.c./i.m. ser. préremplie","HBVAXPRO 5 µg"
CTI-EXTEND-284584-01,VAC0011,"HBVaxPro 5 µg/0.5 ml susp. inj. s.c./i.m. ser. préremplie","HBVAXPRO 5 µg"
CTI-EXTEND-284541-01,VAC0011,"HBVaxPro 5 µg/0.5 ml susp. inj. s.c./i.m. ser. préremplie","HBVAXPRO 5 µg"
CTI-EXTEND-284532-01,VAC0011,"HBVaxPro 5 µg/0.5 ml susp. inj. s.c./i.m. ser. préremplie","HBVAXPRO 5 µg"
CTI-EXTEND-223824-01,VAC0011,"HBVaxPro 5 µg/0.5 ml susp. inj. s.c./i.m. ser. préremplie","HBVAXPRO 5 µg"
CTI-EXTEND-223815-01,VAC0011,"HBVaxPro 5 µg/0.5 ml susp. inj. s.c./i.m. ser. préremplie","HBVAXPRO 5 µg"
